29	single_arm_curl
18	brace
17	hip_abduction
16	scapular_stability
14	hip_adduction
13	side_flexion
13	single_leg_hinge
11	anti_lateral_flexion
11	hip_flexion
10	alternating_curl
10	open_hand_grip
9	crush_grip
8	wrist_flexion
8	static_hold
8	spinal_flexion
8	upright_row
8	horizontal_abduction_external_rotation
7	incline_curl
7	reverse_curl
7	single_arm_overhead_extension
7	lying_extension
7	sit_up
7	pelvic_tilt
6	behind_body_curl
6	wrist_extension
6	pronation
6	supination
6	explosive
6	rollout
6	simultaneous_raise
5	supinating_curl
5	gait
5	march
5	breathing
5	loaded_flexion
5	oblique_crunch
5	hip_extension
5	lift_off
4	strict_curl
4	high_cable_curl
4	kneeling_curl
4	hang
4	pinch_hold
4	pinch_lift
4	single_arm_pushdown
4	pullover_extension
4	long_head_extension
4	supported_extension
4	bodyweight_extension
4	hollow_hold
4	unstable_support
4	knee_tuck
4	reverse_crunch
4	side_bend
4	trap_3_raise
4	face_pull_external_rotation
3	finger_curl
3	towel_grip
3	finger_extension
3	incline_extension
3	single_arm_extension
3	leg_lower
3	suspension
3	bear_plank
3	bear_crawl
3	pallof_press
3	v_up
3	loaded_raise
3	cross_body_flexion
3	isometric_squat
3	cuban_rotation
3	serratus_punch
2	waiter_curl
2	seated_cable_curl
2	single_arm_wrist_flexion
2	single_arm_wrist_extension
2	lever_rotation
2	radial_deviation
2	ulnar_deviation
2	cable_wrist_work
2	wrist_roller
2	pinch_carry
2	rope_grip
2	bottoms_up_carry
2	support_hold
2	thick_bar_grip
2	levering
2	bottoms_up_hold
2	reverse_grip_pushdown
2	rolling_extension
2	independent_arm_extension
2	band_pushdown
2	floor_press
2	single_arm_lying_extension
2	decline_extension
2	floor_extension
2	lever_extension
2	machine_overhead_extension
2	machine_dip
2	assisted_dip
2	bench_dip
2	unstable_extension
2	bridge
2	sled_drag
2	flutter_kick
2	scissor_kick
2	shoulder_tap
2	drag
2	body_saw
2	fallout
2	turkish_get_up
2	shoulder_stability
2	halo
2	pike
2	overhead_march
2	front_rack_carry
2	diaphragmatic_control
2	extended_range_flexion
2	knee_raise
2	eccentric_control
2	hanging_knee_raise
2	windshield_wiper
2	cable_lift
2	scarecrow_external_rotation
1	stability_curl
1	seated_curl
1	lying_curl
1	arm_blaster_curl
1	machine_wrist_flexion
1	machine_wrist_extension
1	single_arm_finger_curl
1	cable_grip_work
1	cross_body_curl
1	zottman_curl
1	towel_carry
1	thick_handle_carry
1	waiter_carry
1	single_arm_hang
1	thick_handle_grip
1	hub_lift
1	blob_lift
1	rolling_handle_lift
1	rolling_handle_hold
1	axle_hold
1	grip_lift
1	static_pull
1	rim_hold
1	flexed_arm_hang
1	front_lever
1	wrist_stability
1	gripper_close
1	gripper_hold
1	rear_lever
1	front_lever_hold
1	rear_lever_hold
1	wrist_wrench_lift
1	wrist_wrench_hold
1	hub_hold
1	blob_hold
1	hand_endurance
1	cross_body_pushdown
1	single_arm_rolling_extension
1	kneeling_pushdown
1	band_press_away
1	reverse_grip_press
1	cross_body_extension
1	alternating_lying_extension
1	neutral_grip_extension
1	single_arm_floor_extension
1	single_arm_pullover_extension
1	tate_press
1	jump
1	cross_body_stability
1	tabletop_march
1	toe_tap
1	single_leg_control
1	tuck_position
1	hollow_rock
1	high_tension_brace
1	long_lever
1	standing_rollout
1	stir_the_pot
1	walkout
1	dragon_flag
1	hover
1	half_get_up
1	locomotion
1	reverse_locomotion
1	lateral_locomotion
1	top_leg_raise
1	hip_dip
1	copenhagen_plank
1	short_lever
1	star_position
1	arm_bar
1	windmill
1	split_stance
1	pallof_walkout
1	single_arm_press
1	bottoms_up_march
1	zercher_march
1	shoulder_carry
1	offset_front_rack_carry
1	offset_carry
1	bear_hug_carry
1	zercher_carry
1	suitcase_hold
1	front_rack_hold
1	overhead_hold
1	trap_bar_hold
1	bear_hug_hold
1	suitcase_march
1	front_rack_march
1	pelvic_control
1	bear_position
1	toe_reach
1	l_sit
1	anchored_sit_up
1	decline_flexion
1	alternating_v_up
1	jackknife
1	tuck_up
1	plank_tuck
1	unstable_tuck
1	suspension_tuck
1	garhammer_raise
1	hip_raise
1	alternating_leg_lower
1	toes_to_bar
1	hanging_raise
1	supported_knee_raise
1	supported_leg_raise
1	hanging_oblique_raise
1	bicycle_crunch
1	oblique_reach
1	side_crunch
1	side_sit_up
1	side_jackknife
1	side_v_up
1	rotational_v_up
1	hanging_windshield_wiper
1	loaded_rotation
1	cable_flexion
1	oblique_slam
1	landmine_rotation
1	landmine_180
1	band_lift
1	cross_body_mountain_climber
1	suspension_crunch
1	machine_oblique_crunch
1	side_plank_tuck
1	hanging_hip_raise
1	supported_hip_raise
1	in_and_out
1	tuck_extension
1	cross_body_sit_up
1	rotational_sit_up
1	vertical_leg_flexion
1	rotation_press
1	pull_through
1	shoulder_abduction
1	closed_chain_stability
